3.1,2.9,2.8,3.1,2.95,2.7,3.25,3,2.45,0.5,0.5,0.67 ,0.666666667,56.66666667,45,4,1.666666667,77,56.66666667,11.33333333,10,1.33 ,2,15,27
2.87,3,2.9,2.88,2.95,2.9,2.7,3.1,2.75,0.5,0.5,1.67 ,1.333333333,49,66.66666667,3,7,61,70,11.66666667,10,2.666666667,0.666666667,27,8
2.15,2.9,4.75,2.05,3,4.75,1.91,3.1,5,0.5,0.5,2,0.777777778,42.33333333,32.22222222,5.333333333,1.777777778,59.66666667,40.66666667,10.33333333,13,0.666666667,2.777777778,26,25
7,3.6,1.65,6.5,3.6,1.67,7,3.6,1.59,0.5,0.5,2,1.333333333,49,56.33333333,4.333333333,4.666666667,59.66666667,57.33333333,14.66666667,10.66666667,2.666666667,1.333333333,20,2
1.44,4.2,11,1.4,4.2,10,1.36,4.5,10,0.5,0.5,1,1,67,41.33333333,7,2,71,54,9.666666667,34,1,7,4,24
1.53,3.8,9,1.53,3.75,9,1.44,4,9,1,0,1.333333333,0.666666667,55.33333333,48.33333333,3.333333333,3.333333333,68,66,5,12.33333333,1.333333333,1.666666667,17,33
